book_id,vol_id,prob,label
2451,116164,0.9996995,1
2451,116164,0.00019792172,0
2451,116164,0.95859146,0
2451,116164,0.99962914,1
2451,116164,0.95831376,1
2451,116164,0.00019138586,0
2451,116164,0.056110706,0
2451,116164,0.83295697,1
2451,116164,0.9996879,0
2451,116164,0.0002918271,0
2451,116164,0.00018584423,0
2451,116164,0.99968696,1
2451,116164,0.9996973,1
2451,116164,0.00018451801,0
2451,116164,0.9538645,1
2451,116164,0.9893639,1
2451,116164,0.03075537,1
2451,116164,0.0001841886,0
2451,116164,0.04417199,0
2451,116164,0.97359586,1
2451,116164,0.00018532784,0
2451,116164,0.00018800347,0
2451,116164,0.9494159,1
2451,116164,0.99954766,1
2451,116164,0.9927044,1
2451,116164,0.99671906,1
2451,116164,0.00018394376,0
2451,116164,0.97450113,0
2451,116164,0.00018609104,0
2451,116164,0.0002549296,0
2451,116164,0.00020760816,0
2451,116164,0.9993869,1
2451,116164,0.0001821381,0
2451,116164,0.00018306662,0
2451,116164,0.99963224,0
2451,116164,0.0059479107,0
2451,116164,0.00020153497,1
2451,116164,0.00018265324,0
2451,116164,0.9996836,0
2451,116164,0.9993693,1
2451,116164,0.9996674,1
2451,116164,0.59485936,0
2451,116164,0.00018404587,1
2451,116164,0.00018502312,0
2451,116164,0.9745222,0
2451,116164,0.00018359472,0
2451,116164,0.00024997885,1
2451,116164,0.9993531,1
2451,116164,0.00018344738,0
2451,116164,0.96511936,1
2451,116164,0.9996877,1
2451,116164,0.9478695,0
2451,116164,0.9996884,1
2451,116164,0.00018446434,0
2451,116164,0.0001827351,0
2451,116164,0.000191167,0
2451,116164,0.9996724,1
2451,116164,0.99942553,0
2451,116164,0.9996711,0
2451,116164,0.9416148,1
2451,116164,0.00018562072,1
2451,116164,0.9997003,1
2451,116164,0.00018363146,1
2451,116164,0.0007395698,1
2451,116164,0.05461464,1
2451,116164,0.00019200859,0
2451,116164,0.0056042993,1
2451,116164,0.00018635683,0
2451,116164,0.99901927,1
2451,116164,0.9118961,1
2451,116164,0.9599664,1
2451,116164,0.99967766,1
2451,116164,0.97006816,1
2451,116164,0.0001866791,1
2451,116164,0.00021798647,1
2451,116164,0.9996973,1
2451,116164,0.9986796,1
2451,116164,0.00018450867,0
2451,116164,0.999694,1
2451,116164,0.00018753922,1
2451,116164,0.9624655,1
2451,116164,0.00018831743,1
2451,116164,0.9996984,0
2451,116164,0.96584654,1
2451,116164,0.00018360313,0
2451,116164,0.00025230699,0
2451,116164,0.9816378,1
2451,116164,0.00018365776,0
2451,116164,0.00018683438,0
2451,116164,0.00018717659,0
2451,116164,0.00025314672,0
2451,116164,0.96662056,1
2451,116164,0.98462325,1
2451,116164,0.92985356,0
2451,116164,0.00018552958,0
2451,116164,0.9595984,1
2451,116164,0.0001937513,0
2451,116164,0.00020573358,1
2451,116164,0.9764039,0
2451,116164,0.00020263715,0
2451,116164,0.000184128,0
2451,116164,0.00018621102,1
2451,116164,0.00019081552,1
2451,116164,0.000187914,1
2451,116164,0.0002884172,0
2451,116164,0.00019340248,0
2451,116164,0.9786809,1
2451,116164,0.00018968756,1
2451,116164,0.0426628,1
2451,116164,0.00018669816,0
2451,116164,0.00018339489,0
2451,116164,0.9996779,1
2451,116164,0.00020384754,0
2451,116164,0.00018748306,1
2451,116164,0.00019906543,0
2451,116164,0.00019159252,0
2451,116164,0.00018222771,0
2451,116164,0.00018476359,0
2451,116164,0.00019002649,0
2451,116164,0.9996369,1
2451,116164,0.00018388519,0
2451,116164,0.00019079098,0
2451,116164,0.99969745,1
2451,116164,0.04030896,1
2451,116164,0.037911754,1
2451,116164,0.00018371626,0
2451,116164,0.00018989497,0
2451,116164,0.00018495887,0
2451,116164,0.97374177,1
2451,116164,0.00018571614,1
2451,116164,0.00018218723,0
2451,116164,0.0001890228,0
2451,116164,0.00020751632,0
2451,116164,0.00018230383,0
2451,116164,0.00019373174,0
2451,116164,0.04333325,1
2451,116164,0.00019246005,0
2451,116164,0.9545578,1
2451,116164,0.00018638262,1
2451,116164,0.044820018,0
2451,116164,0.95355344,0
2451,116164,0.9974383,1
2451,116164,0.99961627,1
2451,116164,0.94812727,0
2451,116164,0.00020452369,1
2451,116164,0.00018785134,0
2451,116164,0.9996333,1
2451,116164,0.9996896,1
2451,116164,0.00018676065,0
2451,116164,0.9772922,0
2451,116164,0.00018478086,0
2451,116164,0.9975465,1
2451,116164,0.00018854039,0
2451,116164,0.99964607,0
2451,116164,0.00021177305,0
2451,116164,0.00020192469,1
2451,116164,0.00018325452,0
2451,116164,0.00019437062,1
2451,116164,0.9726599,1
2451,116164,0.0019946233,1
2451,116164,0.98976666,0
2451,116164,0.00019208934,1
2451,116164,0.00019742415,1
2451,116164,0.00018462217,0
2451,116164,0.00018761218,0
2451,116164,0.00018717123,0
2451,116164,0.00018718654,0
2451,116164,0.9996706,1
2451,116164,0.999684,1
2451,116164,0.96335286,0
2451,116164,0.00021935043,1
2451,116164,0.00019708596,0
2451,116164,0.999683,1
2451,116164,0.00018506209,0
